name,est_diameter_min,est_diameter_max,relative_velocity_mean,miss_distance_mean,miss_distance_min,absolute_magnitude_mean,hazardous,observations,est_diameter_range,est_diameter_mean,est_diameter_min_log1p,est_diameter_max_log1p,est_diameter_mean_log1p,est_diameter_range_log1p,relative_velocity_mean_log1p,miss_distance_mean_log1p,miss_distance_min_log1p,hazardous_enc
(2013 VK2),0.3346223745,0.7482383761,25293.7375986925,50519296.18732042,50519296.18732042,19.5,False,1,0.4136160016,0.5414303753,0.288648386295138,0.5586086387022864,0.4327108004735448,0.346150961710272,10.138351653028922,17.73786594377657,17.73786594377657,0
(2013 VK5),0.2111324448,0.4721064987999999,85639.7232567312,57224282.78865707,30651880.69113237,20.5,False,6,0.2609740539999999,0.3416194717999999,0.1915558267162139,0.38669436741783,0.2938774452855798,0.2318844810375543,11.357916187982427,17.86248890801741,17.238204611321162,0
(2013 VL2),0.0880146521,0.1968067451,32796.8040078325,35219922.860168494,35219922.860168494,22.4,False,1,0.108792093,0.1424106986,0.084354615346748,0.1796569641680495,0.1331406775803397,0.1032712182953189,10.398116841150202,17.37712249919492,17.37712249919492,0
(2013 VM4),0.2111324448,0.4721064988,33967.4785253116,56372095.56016425,56372095.56016425,20.5,False,1,0.2609740539999999,0.3416194718,0.1915558267162139,0.38669436741783,0.2938774452855798,0.2318844810375543,10.433188271376531,17.847484852202104,17.847484852202104,0
(2013 VN4),0.1214940408,0.2716689341,36073.4567642154,39457019.87893813,39457019.87893813,21.7,False,1,0.1501748933,0.1965814874499999,0.1146617613661487,0.2403301591073501,0.1794687308947329,0.1399140119424307,10.493340325017684,17.490722558469407,17.490722558469407,0
(2013 VO5),0.1420872067,0.317716653,72713.64307851267,47758048.96950148,5685763.986162163,21.36,True,5,0.1756294463,0.22990192985,0.1328574714531538,0.2759004304189376,0.2069344343763066,0.161803703139371,11.194298061101003,17.681658196430757,15.553476238323794,1
(2013 VQ4),0.1160259082,0.2594418179,41664.09444769398,48142468.539622046,28889510.13190512,21.8,False,10,0.1434159096999999,0.18773386305,0.1097740789226247,0.2306686211424922,0.1720471748423169,0.1340201941291001,10.637418993649067,17.689675288123137,17.178989150592948,0
(2013 VV4),0.3051792326,0.6824015094,41270.9777978612,51876704.36999109,51876704.36999109,19.7,False,1,0.3772222768,0.493790371,0.2663403743324777,0.520222242576659,0.4013167629433501,0.3200686277798162,10.62793904497758,17.764380410577015,17.764380410577015,0
(2013 VX13),0.1010543415,0.2259643771,53982.0176594515,12207186.072321704,12207186.072321704,22.1,False,1,0.1249100356,0.1635093593,0.0962682130166475,0.2037277808928589,0.1514407478189602,0.1177030641031884,10.89642478829682,16.317535440538336,16.317535440538336,0
(2013 VY13),0.1529519353,0.3420109247,66291.27120880417,38428250.88014002,14637699.53961622,21.2,True,3,0.1890589894,0.24748143,0.1423255537744711,0.2941691791273838,0.2211266627611994,0.173162229093623,11.101828596359246,17.464303473089537,16.499110987195028,1
(2013 VZ11),0.2016299194,0.4508582062,67109.3695890032,27620040.543869734,27620040.543869734,20.6,False,1,0.2492282868,0.3262440628,0.1836789013515641,0.3721552476935063,0.2823509342536603,0.222525990102533,11.114093850349208,17.134052210067015,17.134052210067015,0
(2013 WC44),0.096506147,0.2157943048,23340.790588910862,53472706.0259805,31693807.056966983,22.2,False,3,0.1192881578,0.1561502259,0.092128894879244,0.1953976119984341,0.145095715007692,0.1126929098517556,10.058000620503336,17.794681932648842,17.271631890335012,0
(2013 WF108),0.2315021222,0.5176544822,66297.0012802618,4332726.649338643,4332726.649338643,20.3,True,1,0.28615236,0.3745783022,0.2082346618412825,0.4171660392314859,0.3181469947706598,0.2516550946919589,11.10191502911715,15.28170784375897,15.28170784375897,1
(2013 WH),0.1460679643,0.3266178974,42161.1921555163,38533204.47221953,38533204.47221953,21.3,False,1,0.1805499331,0.23634293085,0.1363369222059382,0.2826327691987747,0.2121577726967838,0.1659803749123319,10.649279177962075,17.467030907333942,17.467030907333942,0
(2013 WM106),0.3346223745,0.7482383761,86497.7979223712,52316386.84139703,46987636.13745884,19.5,False,2,0.4136160016,0.5414303753,0.288648386295138,0.5586086387022864,0.4327108004735448,0.346150961710272,11.367885795972208,17.772820223001215,17.665395085444807,0
(2013 WN),0.096506147,0.2157943048,23782.1509761817,21448028.20379461,21448028.20379461,22.2,False,1,0.1192881578,0.1561502259,0.092128894879244,0.1953976119984341,0.145095715007692,0.1126929098517556,10.076732666772932,16.88114332050623,16.88114332050623,0
(2013 WR43),0.1160259082,0.2594418179,31906.150200079457,26253847.600277983,13912796.297472278,21.8,True,5,0.1434159096999999,0.18773386305,0.1097740789226247,0.2306686211424922,0.1720471748423169,0.1340201941291001,10.370585407859496,17.083323149599146,16.44831964342817,1
(2013 WR44),0.2111324448,0.4721064988,74338.33345500584,51018161.18427547,19459458.60410789,20.5,False,4,0.2609740539999999,0.3416194718,0.1915558267162139,0.38669436741783,0.2938774452855798,0.2318844810375543,11.216395477642171,17.747692248552777,16.783843864763472,0
(2013 WR67),0.1058168859,0.2366137501,65631.62449952606,20909507.636409003,9697631.897222271,22.0,True,3,0.1307968641999999,0.171215318,0.1005843251071494,0.2123767973591799,0.1580419430328247,0.1229225737524486,11.091828175995142,16.855714572152575,16.08739238247895,1
(2013 WT44),0.3669061375,0.8204270649,40068.9866288185,4897802.055378589,4897802.055378589,19.3,True,1,0.4535209273999999,0.5936666012,0.3125498922534481,0.5990711246064097,0.4660373998965836,0.3739888388491608,10.598382869934564,15.404297306494044,15.404297306494044,1
(2013 WT45),0.2315021222,0.5176544822,55845.160186678695,36808621.30771557,22370050.186368287,20.3,True,3,0.28615236,0.3745783022,0.2082346618412825,0.4171660392314859,0.3181469947706598,0.2516550946919589,10.93035604988096,17.421242677534867,16.923233621633937,1
(2013 WU43),0.1108038820999999,0.2477650126,78420.08221409413,54360948.31084862,44596329.3098535,21.899999999999995,False,3,0.1369611305,0.17928444735,0.1050839713129635,0.2213539610323276,0.1649078539915492,0.1283590281682127,11.269848075981834,17.811156610502543,17.613162133556976,0
(2013 WU44),0.1677084622,0.3750075218,36236.245974064,47841002.2819394,24367372.592871048,21.0,False,3,0.2072990596,0.271357992,0.1550432489688802,0.318459201503572,0.2400856142318253,0.1883856824277144,10.49784276317606,17.683393638999195,17.00875564765039,0
(2013 WU45),0.2210828104,0.4943561926,69144.07229307714,44588528.92386073,22696893.826792765,20.4,False,5,0.2732733822,0.3577195015,0.1997380146141961,0.4016954736891048,0.3058064551506104,0.2415910508000952,11.143962073426842,17.61298720731967,16.93773868132354,0
(2013 WW44),0.2210828104,0.4943561925999999,57208.313577213696,60640632.40592826,45297047.90210262,20.4,False,11,0.2732733821999999,0.3577195015,0.1997380146141961,0.4016954736891048,0.3058064551506104,0.2415910508000951,10.954471988889836,17.92047574459226,17.628752442682245,0
(2013 XA21),0.1332155667,0.2978790628,42290.9741778628,22028604.85136523,22028604.85136523,21.5,False,1,0.1646634960999999,0.21554731475,0.1250592258195135,0.2607314419842652,0.1951944401785108,0.1524322007446861,10.65235261128434,16.90785243268001,16.90785243268001,0
(2013 XA4),0.1332155667,0.2978790628,26773.8581448936,16813840.558629062,16813840.558629062,21.5,False,1,0.1646634960999999,0.21554731475,0.1250592258195135,0.2607314419842652,0.1951944401785108,0.1524322007446861,10.195218597258725,16.637713007451648,16.637713007451648,0
(2013 XE22),0.1780553292,0.3981438198,43064.253998937165,61527711.024271525,50406217.565913126,20.87,False,3,0.2200884906,0.2880995745,0.1638650528870084,0.3351455139137273,0.2531679340883546,0.1989233893934426,10.670471779242272,17.934998233306818,17.735625109674697,0
(2013 XF22),0.3771854893,0.8434123941,30627.380973624902,53118434.13719078,47538606.065055,19.24,False,2,0.4662269048,0.6102989417,0.3200419160485651,0.6116184160548784,0.4764198398348656,0.3826923696594506,10.329682340892264,17.7880346036848,17.677052719194762,0
(2013 XG22),0.2315021222,0.5176544822,71037.35505425112,59407650.126368925,44098764.6101046,20.3,False,7,0.28615236,0.3745783022,0.2082346618412825,0.4171660392314859,0.3181469947706598,0.2516550946919589,11.170975222193167,17.89993358287921,17.60194234932475,0
(2013 XG4),0.3195618867,0.7145621017,75807.82597638783,67262369.74780874,61283178.61524569,19.6,False,3,0.395000215,0.5170619942,0.2772997774907997,0.5391577137288404,0.4167755658464857,0.3328945693951808,11.23597000253534,18.024111511169476,17.931015968722306,0
(2013 XH4),0.3195618867,0.7145621017,28866.5453106733,46979297.73170249,46979297.73170249,19.6,False,1,0.395000215,0.5170619942,0.2772997774907997,0.5391577137288404,0.4167755658464857,0.3328945693951808,10.270473243433276,17.665217610129663,17.665217610129663,0
(2013 XJ22),0.1529519353,0.3420109247,50859.0154899697,48695960.93563886,40121015.63485326,21.2,False,2,0.1890589894,0.24748143,0.1423255537744711,0.2941691791273838,0.2211266627611994,0.173162229093623,10.83683234353701,17.701106667482332,17.507410860588735,0
(2013 XN24),0.3669061375,0.8204270649,55168.2553344808,37710091.26064589,37710091.26064589,19.3,True,1,0.4535209273999999,0.5936666012,0.3125498922534481,0.5990711246064097,0.4660373998965836,0.3739888388491608,10.918161108522323,17.445438315814574,17.445438315814574,1
(2013 XS3),0.2231284644,0.4989304142,65649.20662598505,59657746.454174735,41997737.6689647,20.38,False,7,0.2758019498,0.3610294393,0.201411891581157,0.404751796561963,0.3082413540746259,0.2435749611205212,11.092096027113424,17.904134579954828,17.553126333583027,0
(2013 XU3),0.1677084622,0.3750075218,29432.1236563474,27679018.98052469,27679018.98052469,21.0,False,1,0.2072990596,0.271357992,0.1550432489688802,0.318459201503572,0.2400856142318253,0.1883856824277144,10.28987597410516,17.136185282759094,17.136185282759094,0
(2013 XV8),0.1160259082,0.2594418179,16308.5926613158,50010801.91954858,16005349.85069772,21.8,False,4,0.1434159096999999,0.18773386305,0.1097740789226247,0.2306686211424922,0.1720471748423169,0.1340201941291001,9.699508720521813,17.727749598446138,16.588433652464026,0
(2013 XW3),0.1586919792,0.3548460529,30418.8609108768,18546908.694909208,18546908.694909208,21.12,True,1,0.1961540737,0.25676901605,0.1472917647564788,0.303687833781153,0.228544154607961,0.1791114713951995,10.322850993510812,16.73581373987317,16.73581373987317,1
(2013 XZ21),0.2210828104,0.4943561926,75702.51430905727,34957011.0924511,19268685.56596696,20.4,False,4,0.2732733822,0.3577195015,0.1997380146141961,0.4016954736891048,0.3058064551506104,0.2415910508000952,11.234579862509891,17.369629638636074,16.773991878543296,0
(2013 YA38),0.1677084622,0.3750075218,71937.80437804914,35304092.420243934,9185068.993740354,21.0,False,5,0.2072990596,0.271357992,0.1550432489688802,0.318459201503572,0.2400856142318253,0.1883856824277144,11.18357109740132,17.379509476094004,16.033089897042213,0
(2013 YB48),0.0983003302,0.2198062205,16154.1445631635,54149234.494299404,46558498.99942664,22.16,False,8,0.1215058903,0.15905327535,0.0937638304585715,0.1986920104737088,0.1476035299534669,0.114672327126616,9.689993826727598,17.807254413016125,17.656220144361335,0
(2013 YC),0.1480999721,0.331161605,147430.59972543272,40203863.31424053,10870686.914664768,21.27,True,3,0.1830616329,0.23963078855,0.1381083778166098,0.2860519482710206,0.2148135841109101,0.1681056824557215,11.901119616530655,17.509473676189238,16.201580542712676,1
(2013 YC48),0.1160259081999999,0.2594418179,71723.51537549474,38858869.6454499,24566826.556051485,21.8,False,3,0.1434159097,0.1877338630499999,0.1097740789226247,0.2306686211424922,0.1720471748423169,0.1340201941291001,11.180587884123982,17.47544693935667,17.016907617563014,0
(2013 YE),0.0880146521,0.1968067451,59114.8058134014,37638132.20185125,37638132.20185125,22.4,False,1,0.108792093,0.1424106986,0.084354615346748,0.1796569641680495,0.1331406775803397,0.1032712182953189,10.987253609489116,17.443528275326425,17.443528275326425,0
(2013 YK148),0.4836764882,1.0815335068,131971.5823189617,48901836.72398426,32092619.165892128,18.7,False,2,0.5978570186000001,0.7826049975,0.3945231211145349,0.733104884953069,0.5780757761998354,0.468663368121913,11.790349470289025,17.705325535006516,17.284136660294795,0
(2013 YK70),0.1756123185,0.3926810818,89190.98840272962,55289091.52161389,17320717.50138866,20.9,False,6,0.2170687633,0.28414670015,0.1617891339868008,0.3312307251546776,0.250094451194726,0.1964453147099347,11.398546498421496,17.82808620511402,16.667413944152024,0
(2013 YL70),0.1756123185,0.3926810818,74127.101173772,20957260.812384468,20957260.812384468,20.9,False,1,0.2170687633,0.28414670015,0.1617891339868008,0.3312307251546776,0.250094451194726,0.1964453147099347,11.213549972507808,16.85799577016102,16.85799577016102,0
(2013 YM70),0.2111324448,0.4721064987999999,38081.83490089104,52743173.68219984,28973941.464317404,20.5,False,3,0.2609740539999999,0.3416194717999999,0.1915558267162139,0.38669436741783,0.2938774452855798,0.2318844810375543,10.547518932061102,17.78094493203795,17.181907448312362,0
(2013 YO139),0.2503542548,0.5598091321,78465.05404543008,62964326.88092982,49721479.54172996,20.13,False,4,0.3094548773,0.40508169345,0.2234269150029273,0.4445634625579761,0.340095445899636,0.2696109264108865,11.270421377702291,17.95807889987817,17.72194760175254,0
(2013 YP139),0.1272198785,0.2844722965,72180.541407629,18905117.750307556,1582844.363751857,21.6,True,2,0.157252418,0.2058460875,0.11975431673782,0.2503479697992123,0.1871814678554333,0.1460485903632233,11.186939633020426,16.754943276710744,14.274734648527394,1
(2013 YY13),0.3635423218,0.8129053443000002,88754.62023509893,49666290.02518105,44530407.07862548,19.32,False,3,0.4493630225000001,0.58822383305,0.3100859619123793,0.5949307209778734,0.4626163056942981,0.3711241650866564,11.393642031925282,17.720837011961635,17.61168284138402,0
(2013 YZ37),0.2914439045,0.6516883822,10940.2629773324,32493750.9244297,32493750.9244297,19.8,False,1,0.3602444777,0.47156614335,0.2557608982318287,0.5017980266762516,0.3863272372904293,0.3076644466072318,9.300296515138246,17.296558380338773,17.296558380338773,0
(2014 AA17),0.2424124811,0.5420507863,100098.9688404314,34981157.98758349,32750311.241560128,20.2,False,2,0.2996383052,0.3922316337,0.2170550387613133,0.4331132099424907,0.3309079515888128,0.262085998986012,11.513924654018862,17.37032015986987,17.304423054093526,0
(2014 AA33),0.3841978911000001,0.8590926012,53731.04502353576,54297093.641862296,46315917.27182667,19.2,False,3,0.4748947100999999,0.62164524615,0.3251208318729555,0.620088519870955,0.483441217930924,0.3885866042608458,10.891764844110336,17.809981277797956,17.650996267135206,0
(2014 AA53),0.2914439045,0.6516883822,108000.2347449437,71844509.4017758,71844509.4017758,19.8,False,1,0.3602444777,0.47156614335,0.2557608982318287,0.5017980266762516,0.3863272372904293,0.3076644466072318,11.589897938864556,18.09001476397647,18.09001476397647,0
(2014 AB),0.1677084622,0.3750075218,48677.55664755995,48932743.88328285,43377698.49348701,21.0,False,2,0.2072990596,0.271357992,0.1550432489688802,0.318459201503572,0.2400856142318253,0.1883856824277144,10.792993896858285,17.70595735985828,17.58545603045579,0
(2014 AB29),0.1925550782,0.4305662442,37137.9825484855,65613333.81183712,65613333.81183712,20.7,False,1,0.238011166,0.3115606612,0.176098129883576,0.358070340859454,0.2712177725528912,0.2135061936078365,10.522422439498746,17.99928950782753,17.99928950782753,0
(2014 AC),0.1677084622,0.3750075218,57020.9474686792,34707826.76188012,34707826.76188012,21.0,False,1,0.2072990596,0.271357992,0.1550432489688802,0.318459201503572,0.2400856142318253,0.1883856824277144,10.951191516016696,17.362475803392716,17.362475803392716,0
(2014 AC16),0.2424124811,0.5420507863,52743.8132751013,63041997.1974466,61754410.91839975,20.2,False,2,0.2996383052,0.3922316337,0.2170550387613133,0.4331132099424907,0.3309079515888128,0.262085998986012,10.87322071996558,17.95931170030607,17.93867597899132,0
(2014 AD17),0.2424124811,0.5420507863,20395.39710648433,41619099.62567777,31991524.54561458,20.2,False,3,0.2996383052,0.3922316337,0.2170550387613133,0.4331132099424907,0.3309079515888128,0.262085998986012,9.923113551807258,17.54406976951026,17.280981598991673,0
(2014 AD33),0.1058168859,0.2366137501,93058.180303865,24168702.74692621,24168702.74692621,22.0,False,1,0.1307968641999999,0.171215318,0.1005843251071494,0.2123767973591799,0.1580419430328247,0.1229225737524486,11.440990917105657,17.000569120580597,17.000569120580597,0
(2014 AF51),0.2210828104,0.4943561926,41609.512147621,27863645.401222207,27863645.401222207,20.4,True,1,0.2732733822,0.3577195015,0.1997380146141961,0.4016954736891048,0.3058064551506104,0.2415910508000952,10.63610811018341,17.142833400781726,17.142833400781726,1
(2014 AL29),0.2315021222,0.5176544822,73567.7641271642,56868097.41096526,56868097.41096526,20.3,False,1,0.28615236,0.3745783022,0.2082346618412825,0.4171660392314859,0.3181469947706598,0.2516550946919589,11.205975814187472,17.856245081251902,17.856245081251902,0
(2014 AN51),0.2111324447999999,0.4721064988,66819.23225949642,43783913.321362965,24788146.40214175,20.5,False,5,0.260974054,0.3416194717999999,0.1915558267162138,0.38669436741783,0.2938774452855798,0.2318844810375543,11.109761191802589,17.59477705495588,17.025876169558547,0
(2014 AT51),0.096506147,0.2157943048,63332.36006320245,37711333.71583561,7351728.382196817,22.2,False,7,0.1192881578,0.1561502259,0.092128894879244,0.1953976119984341,0.145095715007692,0.1126929098517556,11.05616748452499,17.44547126282286,15.810446133607453,0
(2014 AZ51),0.3346223745,0.7482383761,57807.3632026453,58535328.06321074,58535328.06321074,19.5,False,1,0.4136160016,0.5414303753,0.288648386295138,0.5586086387022864,0.4327108004735448,0.346150961710272,10.964888736280868,17.88514104552888,17.88514104552888,0
(2014 BA33),0.1108038821,0.2477650126,87342.07842146947,54308070.62493014,30962388.229193065,21.9,False,9,0.1369611305,0.17928444735,0.1050839713129635,0.2213539610323276,0.1649078539915492,0.1283590281682126,11.37759907282864,17.810183422566617,17.248283775193798,0
(2014 BD33),0.9650614696,2.1579430484,139318.2030658756,13168539.534007074,13168539.534007074,17.2,False,1,1.1928815787999998,1.561502259,0.6755235270711313,1.1499208815986368,0.9405939063018648,0.7852164683425154,11.84452300429329,16.39334125011536,16.39334125011536,0
(2014 BF3),0.1677084622,0.3750075218,44955.07173369003,60788795.1104624,52636756.319841735,21.0,False,4,0.2072990596,0.271357992,0.1550432489688802,0.318459201503572,0.2400856142318253,0.1883856824277144,10.713441108279069,17.92291605545679,17.778925242017078,0
(2014 BG3),0.160160338,0.358129403,55236.82392346646,44230759.73506881,30104905.22114245,21.1,False,6,0.197969065,0.2591448705,0.1485582179802287,0.3061083139929291,0.2304328163534463,0.180627677156186,10.919403213616713,17.604931049223364,17.22019871381662,0
(2014 BH25),0.1272198785,0.2844722965,64458.64807298425,22642892.98998589,14737766.317808358,21.6,False,2,0.157252418,0.2058460875,0.11975431673782,0.2503479697992123,0.1871814678554333,0.1460485903632233,11.073794695735913,16.935356629542962,16.50592396227621,0
(2014 BH3),0.2538370294,0.5675968529,82628.6550186026,54655292.14562421,39680153.12048897,20.1,False,2,0.3137598234999999,0.41071694115,0.226208473159057,0.4495437797501018,0.3440980440642779,0.2728931206311153,11.322123914672629,17.816556623260308,17.496361724458307,0
(2014 BJ3),0.0880146521,0.1968067451,19318.1162859679,33689412.005123205,33689412.005123205,22.4,False,1,0.108792093,0.1424106986,0.084354615346748,0.1796569641680495,0.1331406775803397,0.1032712182953189,9.868850365828433,17.33269419181519,17.33269419181519,0
(2014 BQ8),0.1332155667,0.2978790628,62459.20441526435,43755496.20813869,27840878.87929584,21.5,False,2,0.1646634960999999,0.21554731475,0.1250592258195135,0.2607314419842652,0.1951944401785108,0.1524322007446861,11.042284903570495,17.59412781334628,17.142015997790836,0
(2014 BR43),0.1332155667,0.2978790628,18901.78916245715,21720160.72420534,21176125.57791059,21.5,False,2,0.1646634960999999,0.21554731475,0.1250592258195135,0.2607314419842652,0.1951944401785108,0.1524322007446861,9.847064764892837,16.893751498868095,16.868385000294264,0
(2014 BR8),0.1214940408,0.2716689341,40033.698772584015,42220848.61856293,7841276.565926242,21.7,False,8,0.1501748933,0.1965814874499999,0.1146617613661487,0.2403301591073501,0.1794687308947329,0.1399140119424307,10.597501826376618,17.558424723786022,15.874912333888425,0
(2014 BS43),0.1460679643,0.3266178974,90301.324632836,27277813.99382975,27277813.99382975,21.3,False,1,0.1805499331,0.23634293085,0.1363369222059382,0.2826327691987747,0.2121577726967838,0.1659803749123319,11.41091848251598,17.121584292197618,17.121584292197618,0
(2014 BW2),0.2783267681,0.6223575734,55120.0644030164,52457238.95812056,31972708.394802146,19.9,True,2,0.3440308052999999,0.45034217075,0.245552010362172,0.4838803835550447,0.3717995084212092,0.2956731624484037,10.917287216150882,17.77550891870708,17.280393265483966,1
(2014 BW57),0.1010543415,0.2259643771,36329.0646722558,16828605.49440339,16828605.49440339,22.1,False,1,0.1249100356,0.1635093593,0.0962682130166475,0.2037277808928589,0.1514407478189602,0.1177030641031884,10.500400905347322,16.638590763832457,16.638590763832457,0
(2014 BX2),0.1160259081999999,0.2594418179,89113.80033706693,43624506.64515043,24461506.63369451,21.8,True,3,0.1434159097,0.1877338630499999,0.1097740789226247,0.2306686211424922,0.1720471748423169,0.1340201941291001,11.39768070894674,17.591129652352127,17.01261132302435,1
(2014 BX32),0.1332155667,0.2978790628,53430.48657062768,43779804.23638349,10962749.488742128,21.5,False,6,0.1646634960999999,0.21554731475,0.1250592258195135,0.2607314419842652,0.1951944401785108,0.1524322007446861,10.886155487335268,17.59468320135982,16.210013765001722,0
(2014 BY2),0.160160338,0.358129403,24405.6312278033,54424980.47272112,54424980.47272112,21.1,False,1,0.197969065,0.2591448705,0.1485582179802287,0.3061083139929291,0.2304328163534463,0.180627677156186,10.102610145989356,17.81233382466629,17.81233382466629,0
(2014 CD13),0.1460679643,0.3266178974,82222.26015380124,29718313.33835697,10319540.97021477,21.3,True,3,0.1805499331,0.23634293085,0.1363369222059382,0.2826327691987747,0.2121577726967838,0.1659803749123319,11.317193511256637,17.207274058115026,16.14954993430162,1
(2014 CF14),0.6230960191,1.3932850552,89154.9122151233,68427304.5130821,67430375.76536372,18.15,False,2,0.7701890361,1.00819053715,0.4843354482735481,0.8726669222665616,0.6972340863467289,0.5710863409395149,11.398141938704525,18.04128250633993,18.026606168198693,0
(2014 CG13),0.0880146521,0.1968067451,48308.60900898923,49013951.453902274,11578073.233577652,22.399999999999995,False,6,0.108792093,0.1424106986,0.084354615346748,0.1796569641680495,0.1331406775803398,0.103271218295319,10.785385764139363,17.707615559500223,16.264623715206824,0
(2014 CH14),0.3195618867,0.7145621017,9275.4618979125,63691562.51842472,63691562.51842472,19.6,False,1,0.395000215,0.5170619942,0.2772997774907997,0.5391577137288404,0.4167755658464857,0.3328945693951808,9.135235492080984,17.969562670930273,17.969562670930273,0
(2014 CJ14),0.1677084622,0.3750075218,21999.7502861447,46873080.588640295,33048758.378858857,21.0,False,2,0.2072990596,0.271357992,0.1550432489688802,0.318459201503572,0.2400856142318253,0.1883856824277144,9.998831835674595,17.662954115308345,17.313494585852688,0
(2014 CM13),0.1058168859,0.2366137501,80349.64315696945,42430058.17861151,20933285.95854253,22.0,False,4,0.1307968641999999,0.171215318,0.1005843251071494,0.2123767973591799,0.1580419430328247,0.1229225737524486,11.294155375576304,17.563367611912664,16.856851127411616,0
(2014 CS),0.2914439045,0.6516883822,7665.849439437,71488594.22775678,71488594.22775678,19.8,False,1,0.3602444777,0.47156614335,0.2557608982318287,0.5017980266762516,0.3863272372904293,0.3076644466072318,8.944661045885576,18.085048487637494,18.085048487637494,0
(2014 CU13),0.1108038821,0.2477650126,60315.6827499278,14507330.8900673,3088755.644250081,21.9,True,2,0.1369611305,0.17928444735,0.1050839713129635,0.2213539610323276,0.1649078539915492,0.1283590281682126,11.007364006970793,16.490164727184986,14.94327918739558,1
(2014 CX14),0.2210828104,0.4943561926,11681.292536724,55151480.31309242,55151480.31309242,20.4,False,1,0.2732733822,0.3577195015,0.1997380146141961,0.4016954736891048,0.3058064551506104,0.2415910508000952,9.36582951595116,17.825594163014628,17.825594163014628,0
(2014 CY4),0.2272767323,0.5082062231,85858.42270210796,42154620.16984487,18489212.371839304,20.34,True,2,0.2809294907999999,0.3677414777,0.204797675996244,0.4109210129547965,0.3131608230522381,0.2475859790890188,11.360466618044184,17.55685487269777,16.732698059020738,1
(2014 CZ2),0.1925550782,0.4305662442,43385.3521370064,31662151.26504755,31662151.26504755,20.7,False,1,0.238011166,0.3115606612,0.176098129883576,0.358070340859454,0.2712177725528912,0.2135061936078365,10.677900203744162,17.270632590682926,17.270632590682926,0
(2014 DB11),0.1529519353,0.3420109247,32034.9358691616,27294294.60773596,27294294.60773596,21.2,False,1,0.1890589894,0.24748143,0.1423255537744711,0.2941691791273838,0.2211266627611994,0.173162229093623,10.374613547604936,17.122188286224073,17.122188286224073,0
(2014 DC10),0.2658,0.5943468684,43056.1912047163,34548850.13765642,34548850.13765642,20.0,False,1,0.3285468683999999,0.4300734342,0.2357043333590679,0.4664641654776024,0.3577257955407295,0.2840857647824883,10.670284538988575,17.35788485545885,17.35788485545885,0
(2014 DD23),0.1214940408,0.2716689341,28745.9910650866,54056070.84623933,53424665.77169252,21.7,False,2,0.1501748933,0.1965814874499999,0.1146617613661487,0.2403301591073501,0.1794687308947329,0.1399140119424307,10.26628838214272,17.805532433320845,17.793783121839645,0
(2014 DD80),0.4212646106,0.9419763057,72358.412090909,68851113.75289384,68851113.75289384,19.0,False,1,0.5207116951,0.68162045815,0.3515470461353097,0.6637061688163278,0.5197578869502281,0.4191784457377155,11.189400814696084,18.047456974044813,18.047456974044813,0
(2014 DE10),0.4836764882,1.0815335068,58313.040476023045,63619810.76487844,63100485.44676093,18.7,False,2,0.5978570186000001,0.7826049975,0.3945231211145349,0.733104884953069,0.5780757761998354,0.468663368121913,10.973598174836011,17.968435485539594,17.960239036622152,0
(2014 DE80),0.3652203569999999,0.8166575449,103014.71100801216,56929311.13400716,50829031.21694022,19.31,False,3,0.4514371879,0.5909389509499999,0.3113158493075392,0.5969982988384737,0.4643243771235306,0.3725542296226769,11.542636789638006,17.857320918191476,17.743978249638058,0
(2014 DF),0.0880146521,0.1968067451,33210.72934332842,56068237.80200952,45515652.77124919,22.4,False,9,0.108792093,0.1424106986,0.084354615346748,0.1796569641680495,0.1331406775803397,0.1032712182953189,10.410658385984885,17.84208005690579,17.63356686368191,0
(2014 DH23),0.1460679643,0.3266178973999999,49254.29847924274,50606489.56657764,42357203.09963456,21.3,False,7,0.1805499330999999,0.2363429308499999,0.1363369222059382,0.2826327691987746,0.2121577726967837,0.1659803749123319,10.80477222414844,17.739590398098287,17.561649073205533,0
(2014 DH80),0.1661709017,0.3715694322,58991.42372814129,33620948.8989526,15904054.051204598,21.02,False,2,0.2053985304999999,0.26887016695,0.1537256481140755,0.3159556551232324,0.238126872189975,0.1868102429686685,10.985164303254972,17.33065993952992,16.582084669341604,0
(2014 DJ112),0.2796114661,0.6252302454,67549.65761092096,53803561.09339627,44819615.604985125,19.89,False,4,0.3456187793,0.45242085575,0.24655648974392,0.485649495221618,0.3732317199633468,0.2968539662182339,11.120633078513734,17.80085023285466,17.618156472194826,0
(2014 DJ23),0.0880146521,0.1968067451,62780.3097348546,23585397.98023901,6246356.108595866,22.4,False,2,0.108792093,0.1424106986,0.084354615346748,0.1796569641680495,0.1331406775803397,0.1032712182953189,11.047412692472925,16.97613839125188,15.647508989157467,0
(2014 DM112),0.1108038821,0.2477650126,34032.5342671339,43190852.45179284,41958451.83216315,21.9,False,2,0.1369611305,0.17928444735,0.1050839713129635,0.2213539610323276,0.1649078539915492,0.1283590281682126,10.43510161949662,17.581139305144355,17.5521904683665,0
(2014 DM22),0.4212646106,0.9419763057,92860.43061298427,42932048.69768485,16823027.72286065,19.0,True,3,0.5207116951,0.68162045815,0.3515470461353097,0.6637061688163278,0.5197578869502281,0.4191784457377155,11.438863667582574,17.575129184173605,16.638259263056472,1
